2023-08-27T09:03:51.187Z,0,0,0
2023-08-27T09:03:53.150Z,0,0,0
2023-08-27T09:03:53.369Z,0,0,0
2023-08-27T09:03:56.840Z,0,0,0
2023-08-27T09:03:56.851Z,0,0,0
2023-08-27T09:03:56.925Z,0,0,0
2023-08-27T09:04:37.225Z,0,0,0
2023-08-27T09:04:38.231Z,0,0,0
2023-08-27T09:04:39.234Z,0,0,0
2023-08-27T09:04:40.238Z,0,0,0
2023-08-27T09:04:41.245Z,0,0,0
2023-08-27T09:04:42.247Z,0,0,0
2023-08-27T09:04:43.260Z,0,0,0
2023-08-27T09:04:44.276Z,0,0,0
2023-08-27T09:15:44.729Z,0,0,0
2023-08-27T09:15:45.724Z,0,0,0
2023-08-27T09:15:46.735Z,0,0,0
2023-08-27T09:15:47.744Z,0,0,0
2023-08-27T09:15:50.418Z,0,0,0
2023-08-27T09:15:50.587Z,0,0,0
2023-08-27T09:15:50.784Z,0,0,0
2023-08-27T09:15:51.792Z,0,0,0
2023-08-27T09:15:52.804Z,0,0,0
2023-08-27T09:15:53.813Z,0,0,0
2023-08-27T09:15:54.823Z,0,0,0
2023-08-27T09:15:55.834Z,0,0,0
2023-08-27T09:15:56.842Z,0,0,0
2023-08-27T09:15:58.143Z,0,0,0
2023-08-27T09:15:59.027Z,0,0,0
2023-08-27T09:15:59.881Z,0,0,0
2023-08-27T09:16:00.883Z,0,0,0
2023-08-27T09:16:01.883Z,0,0,0
2023-08-27T09:16:02.893Z,0,0,0
2023-08-27T09:16:03.892Z,0,0,0
2023-08-27T09:16:05.065Z,0,0,0
2023-08-27T09:51:49.326Z,0,0,0
2023-08-27T09:51:50.338Z,0,0,0
2023-08-27T09:51:51.346Z,0,0,0
2023-08-27T09:51:52.358Z,0,0,0
2023-08-27T09:51:53.377Z,0,0,0
2023-08-27T19:03:45.150Z,0,0,0
2023-08-27T19:03:51.650Z,0,0,0
2023-08-27T19:03:52.496Z,0,0,0
2023-08-27T19:03:52.864Z,0,0,0
2023-08-27T19:03:54.828Z,0,0,0
2023-08-27T19:03:55.010Z,0,0,0
2023-08-27T19:03:54.945Z,0,0,0
2023-08-27T19:03:55.144Z,0,0,0
2023-08-27T19:03:54.966Z,0,0,0
2023-08-27T19:03:56.355Z,0,0,0
2023-08-27T19:04:19.576Z,0,0,0
2023-08-27T19:04:20.714Z,0,0,0
2023-08-27T19:04:21.637Z,0,0,0
2023-08-27T19:04:22.630Z,0,0,0
2023-08-27T19:04:23.652Z,0,0,0
2023-08-27T19:04:24.662Z,0,0,0
2023-08-27T19:04:25.675Z,0,0,0
2023-08-27T19:04:26.645Z,0,0,0
2023-08-27T19:04:27.814Z,0,0,0
2023-08-27T19:04:28.693Z,0,0,0
2023-08-27T19:04:30.126Z,0,0,0
2023-08-27T19:04:31.264Z,0,0,0
2023-08-27T19:04:31.715Z,0,0,0
2023-08-27T19:04:32.715Z,0,0,0
2023-08-27T19:04:33.724Z,0,0,0
2023-08-27T19:04:34.733Z,0,0,0
2023-08-27T19:04:35.775Z,0,0,0
2023-08-27T19:04:36.776Z,0,0,0
2023-08-27T19:04:37.769Z,0,0,0
2023-08-27T19:04:38.777Z,0,0,0
2023-08-27T19:04:39.790Z,0,0,0
2023-08-27T19:04:41.038Z,0,0,0
2023-08-27T19:04:41.959Z,0,0,0
2023-08-27T19:04:42.827Z,0,0,0
2023-08-27T19:04:43.831Z,0,0,0
2023-08-27T19:04:45.092Z,0,0,0
2023-08-27T19:04:45.964Z,0,0,0
2023-08-27T19:04:47.176Z,0,0,0
2023-08-27T19:04:49.340Z,0,0,0
2023-08-27T19:04:49.395Z,0,0,0
2023-08-27T19:04:51.055Z,0,0,0
2023-08-27T19:04:51.221Z,0,0,0
2023-08-27T19:04:53.954Z,0,0,0
2023-08-27T19:04:54.069Z,0,0,0
2023-08-27T19:04:56.220Z,0,0,0
2023-08-27T19:04:56.321Z,0,0,0
2023-08-27T19:04:57.246Z,0,0,0
2023-08-27T19:04:57.876Z,0,0,0
2023-08-27T19:04:58.905Z,0,0,0
2023-08-27T19:04:59.976Z,0,0,0
2023-08-27T19:05:00.894Z,0,0,0
2023-08-27T19:05:01.906Z,0,0,0
2023-08-27T19:05:03.023Z,0,0,0
2023-08-27T19:05:05.419Z,0,0,0
2023-08-27T19:05:05.497Z,0,0,0
2023-08-27T19:05:05.931Z,0,0,0
2023-08-27T19:05:06.966Z,0,0,0
2023-08-27T19:05:07.955Z,0,0,0
2023-08-27T19:05:20.421Z,0,0,0
2023-08-27T19:05:21.424Z,0,0,0
2023-08-27T19:05:22.436Z,0,0,0
2023-08-27T19:05:23.440Z,0,0,0
2023-08-27T19:05:24.439Z,0,0,0
2023-08-27T19:05:25.441Z,0,0,0
2023-08-27T19:05:26.451Z,0,0,0
2023-08-27T19:05:27.461Z,0,0,0
